Water Company Name,"Site Name
(EA Consents Database)","Site Name
(WaSC operational)
[optional]","EA Permit Reference
(EA Consents Database)","WaSC Supplementary Permit Ref.
[optional]",Activity Reference on Permit,Storm Discharge Asset Type,"Outlet Discharge NGR
(EA Consents Database)","WFD Waterbody ID (Cycle 2)
(discharge outlet)","WFD Waterbody Catchment Name (Cycle 2)
(discharge outlet)","Receiving Water / Environment (common name)
(EA Consents Database)",Shellfish Water (only populate for storm overflow with a Shellfish Water EDM requirement),Bathing Water (only populate for storm overflow with a Bathing Water EDM requirement),"Treatment Method
(over & above Storm Tank settlement / screening)",Initial EDM Commission Date,Total Duration (hrs) all spills prior to processing through 12-24h count method,Counted spills using 12-24h count method,Long-term average spill count,"No. full years EDM data
(years)","EDM Operation -
% of reporting period EDM operational","EDM Operation -
Reporting % -
Primary Reason <90%","EDM Operation -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Operational Review -
Primary Reason","High Spill Frequency -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Environmental Enhancement -
Planning Position (Hydraulic capacity)",Unique ID,Grid reference,Latitude,Longitude
Northumbrian Water,TUTHILL STAIRS CSO,TUTHILL STAIRS CSO,235/1922,6NW800310,,SO on sewer network,NZ2501463647,GB510302310200,TYNE,RIVER TYNE,,,Not Applicable,Commissioned in 2018 - full year data expected,8.67,35,18.82,5 (installed 2018),99.49,,,,,,6NW800310,NZ2501463647,54.966825,-1.6108283
Northumbrian Water,SOUTH OF ROOKWOOD CSO NTY 003,SOUTH OF ROOKWOOD CSO NTY 003,226/1268,6NW800311,,SO on sewer network,NZ2447873434,GB103024077551,Browney from Smallhope Burn Deerness confl,SEATON BURN,,,Not Applicable,Commissioned in 2017 - full year data expected,13.00,17,7.99,6 (installed 2017),99.60,,,,,,6NW800311,NZ2447873434,55.054797,-1.6183665
Northumbrian Water,SNOWDONS FARM CSO,SNOWDONS FARM CSO,244/1000,6NW800312,,SO on sewer network,NZ2586040040,GB103024077552,Browney from Deerness confl to Wear,River Browney,,,Not Applicable,Jan 2023,726.64,53,53.04,1 (installed 2022),82.12,Sensor failure / issue,Resolved - Apr,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800312,NZ2586040040,54.754646,-1.5997198
Northumbrian Water,CSO REAR 11 ST AUSTELL GARDENS,CSO REAR 11 ST AUSTELL GARDENS,235/1483,6NW800313,,SO on sewer network,NZ2543758543,GB103023075670,Team from Source to Tyne,RIVER TEAM TRIBUTARY,,,Not Applicable,Commissioned in 2017 - full year data expected,0.50,2,1.34,6 (installed 2017),99.98,,,,,,6NW800313,NZ2543758543,54.920939,-1.6046715
Northumbrian Water,THE GREEN MARKET CSO,THE GREEN MARKET CSO,235/1484,6NW800314,,SO on sewer network,NZ2450060481,GB103023075670,Team from Source to Tyne,RIVER TEAM,,,Not Applicable,Commissioned in 2018 - full year data expected,326.75,86,71.55,5 (installed 2018),94.19,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800314,NZ2450060481,54.938401,-1.6191254
Northumbrian Water,DEAN STREET (HIGH LEVEL) CSO,DEAN STREET (HIGH LEVEL) CSO,235/1921,6NW800315,,SO on sewer network,NZ2525963811,GB510302310200,TYNE,RIVER TYNE,,,Not Applicable,Commissioned in 2020 - full year data expected,0.00,0,0.31,3 (installed 2020),71.94,Sensor failure / issue,Resolved - Nov,,,,6NW800315,NZ2525963811,54.968287,-1.6069873
Northumbrian Water,BROAD CHARE CSO,BROAD CHARE CSO,235/1919,6NW800316,,SO on sewer network,NZ2551163934,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned in 2018 - full year data expected,1065.43,116,87.57,5 (installed 2018),78.74,Sensor failure / issue,Scheduled,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW800316,NZ2551163934,54.969379,-1.6030403
Northumbrian Water,SWINBURNE STREET CSO,SWINBURNE STREET CSO,235/1925,6NW800317,,SO on sewer network,NZ2526963670,GB510302310200,TYNE,RIVER TYNE,,,Not Applicable,Commissioned in 2018 - full year data expected,234.78,92,77.35,6 (installed 2017),99.62,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800317,NZ2526963670,54.967019,-1.6068435
Northumbrian Water,EAST STREET WAS SWINBURN ST END CSO,EAST STREET WAS SWINBURN ST END CSO,235/1924,6NW800318,,SO on sewer network,NZ2526963670,GB510302310200,TYNE,RIVER TYNE,,,Not Applicable,Commissioned in 2018 - full year data expected,41.15,37,21.34,6 (installed 2017),100.00,,,,,,6NW800318,NZ2526963670,54.967019,-1.6068435
Northumbrian Water,NEWCASTLE UPON TYNE CSO,NEWCASTLE UPON TYNE CSO,EPRCB3097AS,6NW800319,,SO on sewer network,NZ2579864070,8,River Tyne,RIVER TYNE (TIDAL),,,Not Applicable,Commissioned in 2019 - full year data expected,503.10,102,85.96,4 (installed 2019),99.69,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800319,NZ2579864070,54.970586,-1.5985452
Northumbrian Water,THE SWIRLE CSO,THE SWIRLE CSO,235/1918,6NW800320,,SO on sewer network,NZ2579864071,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned in 2018 - full year data expected,108.06,63,48.68,6 (installed 2017),99.94,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800320,NZ2579864071,54.970595,-1.5985451
Northumbrian Water,SALTERS LANE CSO,SALTERS LANE CSO,235/1895,6NW800321,,SO on sewer network,NZ2560468471,GB103023075780,Ouse Burn from Source to Tyne,OUSE BURN,,,Not Applicable,Commissioned in 2018 - full year data expected,456.72,57,38.44,5 (installed 2018),99.99,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800321,NZ2560468471,55.010144,-1.6011839
Northumbrian Water,AINSLEY STREET CSO,AINSLEY STREET CSO,NPSWQD002839,6NW800323,,SO on sewer network,NZ2667042673,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,CLVRTD TRIB OF RIVER WEAR,,,Not Applicable,Commissioned in 2016 - full year data expected,0.00,0,0.26,7 (installed 2016),97.99,,,,,,6NW800323,NZ2667042673,54.778265,-1.586894
Northumbrian Water,KIMBLESWORTH CSO,KIMBLESWORTH CSO,EPRBB3398RS,6NW800324,,SO on sewer network,NZ2646447467,GB103024077622,Blackdene Burn to confluence with Wear,BLACKDENE BURN,,,Not Applicable,Commissioned in 2021 - full year data expected,5.50,10,8.79,2 (installed 2021),78.01,Comms failure / issue,Scheduled,,,,6NW800324,NZ2646447467,54.821356,-1.5896606
Northumbrian Water,SMITHY LANE CSO,SMITHY LANE CSO,235/1558,6NW800325,,SO on sewer network,NZ2597058230,GB103023075670,Team from Source to Tyne,TRIBUTARY OF RIVER TEAM,,,Not Applicable,Commissioned in 2016 - full year data expected,2.00,2,1.63,7 (installed 2016),97.54,,,,,,6NW800325,NZ2597058230,54.918099,-1.5963842
Northumbrian Water,HEATON CSO CORNEL RD,HEATON CSO CORNEL RD,EPRCB3192VE,6NW800326,,SO on sewer network,NZ2902666550,GB103023075760,Wallsend Burn (Trib of Tyne),WALLSEND BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,13.50,6,26.23,3 (installed 2020),23.91,Comms failure / issue,Scheduled,,,,6NW800326,NZ2902666550,54.992695,-1.5478726
Northumbrian Water,ANNITSFORD BRIDGE CSO,NTY XX Fern Drive / Fordley,226/G/0058,6NW800327,,SO on sewer network,NZ2691573580,GB103022076190,Seaton Burn from Source to Tidal Limit,Seaton Burn,,,Not Applicable,Commissioned in 2017 - full year data expected,0.00,0,0.00,6 (installed 2017),90.20,,,,,,6NW800327,NZ2691573580,55.055984,-1.5802061
Northumbrian Water,29 FIRST ROW,29 FIRST ROW,224/0969,6NW800329,,SO on sewer network,NZ2646891153,GB103022076820,Lyne from Source to Tidal Limit,POTLAND BURN (TRIB OF R.LYNE),,,Not Applicable,Commissioned in 2017 - full year data expected,2.00,6,6.11,6 (installed 2017),99.99,,,,,,6NW800329,NZ2646891153,55.213913,-1.5855717
Northumbrian Water,CSO AT WOODLAND ROAD,CSO AT WOODLAND ROAD,253/1099,6NW800330,,SO on sewer network,NZ2750015334,GB103025072596,Skerne from Demons Beck to Tees,Cocker Beck,,,Not Applicable,Commissioned in 2017 - full year data expected,0.00,0,0.14,6 (installed 2017),99.72,,,,,,6NW800330,NZ2750015334,54.532541,-1.5765513
Northumbrian Water,CATHEDRAL BANKS CSO,CATHEDRAL BANKS CSO,245/1336,6NW800331,,SO on sewer network,NZ2725242302,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,10.75,16,6.00,10+ (installed pre-2013),98.28,,,,,,6NW800331,NZ2725242302,54.7749,-1.5778808
Northumbrian Water,HOLMHILL FIELD CSO CH043,HOLMHILL FIELD CSO CH043,NPSWQD009250,6NW800332,,SO on sewer network,NZ2718349283,GB103024077623,South Burn to confluence with Wear,TRIB OF SOUTH BURN RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,80.75,30,29.58,10+ (installed pre-2013),99.97,,,,,,6NW800332,NZ2718349283,54.837636,-1.5783011
Northumbrian Water,LINDOM AVENUE CSO,LINDOM AVENUE CSO,245/1379,6NW800333,,SO on sewer network,NZ2799951355,GB103024077624,Wear DS of Lumley Park Burn to Tidal Limit,RIVER WEAR,,,Not Applicable,Commissioned in 2019 - full year data expected,286.06,33,24.60,5 (installed 2018),99.62,,,,,,6NW800333,NZ2799951355,54.856211,-1.5653968
Northumbrian Water,ANNITSFORD BRIDGE CSO,ANNITSFORD BRIDGE CSO,226/1261,6NW800335,,SO on sewer network,NZ2702273777,GB103022076190,Seaton Burn from Source to Tidal Limit,SEATON BURN,,,Not Applicable,Commissioned in 2017 - full year data expected,0.50,1,0.29,6 (installed 2017),99.99,,,,,,6NW800335,NZ2702273777,55.057748,-1.5785125
Northumbrian Water,SOUTH GREEN LANE CSO,SOUTH GREEN LANE CSO,225/0962,6NW800336,A1,Storm discharge at pumping station,NZ2730486575,GB103022077062,Wansbeck from Bothal Burn to North Sea,BLACKCLOSE DENE,,,Not Applicable,Commissioned in 2020 - full year data expected,0.00,0,1.25,4 (installed 2019),100.00,,,,,,6NW800336,NZ2730486575,55.172732,-1.5728736
Northumbrian Water,NORTH SEATON LEVEL CROSSING CSO,NORTH SEATON LEVEL CROSSING CSO,225/1020,6NW800337,,SO on sewer network,NZ2773285873,GB103022077062,Wansbeck from Bothal Burn to North Sea,RIVER WANSBECK(SALINE ESTUARY),,,Not Applicable,Commissioned in 2019 - full year data expected,229.50,51,50.07,4 (installed 2019),99.77,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800337,NZ2773285873,55.1664,-1.5662228
Northumbrian Water,FORSTER STREET/EASSON ROAD CSO,FORSTER STREET/EASSON ROAD CSO,EPRBB3791RD,6NW800338,,SO on sewer network,NZ2918014935,GB103025072596,Skerne from Demons Beck to Tees,RIVER SKERNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.00,3,1.64,10+ (installed pre-2013),99.99,,,,,,6NW800338,NZ2918014935,54.528861,-1.5506302
Northumbrian Water,BARKERS HAUGH CSO NO. 10,BARKERS HAUGH CSO NO. 10,EPRJB3293AU,6NW800339,,SO on sewer network,NZ2804143132,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,RIVER WEAR,,,Not Applicable,Commissioned in 2016 - full year data expected,108.25,35,30.95,7 (installed 2016),99.93,,,,,,6NW800339,NZ2804143132,54.782315,-1.565536
Northumbrian Water,CALDBECK CL BELMONT ST ANTHONYS CSO,CALDBECK CL BELMONT ST ANTHONYS CSO,235/1324,6NW800340,,SO on sewer network,NZ2890162949,GB510302310200,TYNE,RIVER TYNE ESTUARY,,,Not Applicable,Commissioned in 2018 - full year data expected,40.20,36,32.84,6 (installed 2017),96.59,,,,,,6NW800340,NZ2890162949,54.960344,-1.5501878
Northumbrian Water,CALDBECK AVE POTTERY BANK CSO,CALDBECK AVE POTTERY BANK CSO,235/1326,6NW800341,,SO on sewer network,NZ2890162949,GB510302310200,TYNE,RIVER TYNE ESTUARY,,,Not Applicable,Commissioned in 2018 - full year data expected,181.63,34,20.00,6 (installed 2017),100.00,,,,,,6NW800341,NZ2890162949,54.960344,-1.5501878
Northumbrian Water,SOUTH PARK CSO DL035,SOUTH PARK CSO DL035,25/03/1230,6NW800344,,SO on sewer network,NZ2839612932,GB103025072596,Skerne from Demons Beck to Tees,RIVER SKERNE,,,Not Applicable,Commissioned in 2017 - full year data expected,260.25,51,36.25,6 (installed 2017),99.75,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800344,NZ2839612932,54.510906,-1.5629361
Northumbrian Water,NEASHAM ROAD (Y4) CSO,NEASHAM ROAD (Y4) CSO,EPRJB3293DK,6NW800345,,SO on sewer network,NZ2912514232,GB103025072596,Skerne from Demons Beck to Tees,RIVER SKERNE,,,Not Applicable,Commissioned in 2017 - full year data expected,0.75,2,4.07,6 (installed 2017),99.99,,,,,,6NW800345,NZ2912514232,54.522547,-1.5515492
Northumbrian Water,STONEY LANE CSO,STONEY LANE CSO,235/1928,6NW800346,,SO on sewer network,NZ3016555728,9,Oxclose Burn to River Wear,OXCLOSE BURN,,,Not Applicable,Commissioned in 2017 - full year data expected,4.25,10,7.18,6 (installed 2017),99.99,,,,,,6NW800346,NZ3016555728,54.895382,-1.5312035
Northumbrian Water,JANADAB CSO,JANADAB CSO,235/1200,6NW800347,,SO on sewer network,NZ2903062876,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned in 2019 - full year data expected,13.50,24,23.52,4 (installed 2019),94.44,,,,,,6NW800347,NZ2903062876,54.95968,-1.5481806
Northumbrian Water,CSO AT CROMWELL ROAD,CSO AT CROMWELL ROAD,235/1199,6NW800349,,SO on sewer network,NZ2966463002,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned in 2018 - full year data expected,54.54,43,29.51,6 (installed 2017),99.98,,,,,,6NW800349,NZ2966463002,54.960775,-1.5382671
Northumbrian Water,WHITE STREET STATION ROAD CSO,WHITE STREET STATION ROAD CSO,235/1330,6NW800350,,SO on sewer network,NZ2981264383,GB510302310200,TYNE,RIVER TYNE ESTUARY,,,Not Applicable,Commissioned in 2018 - full year data expected,,,44.70,6 (installed 2017),0.00,Installation set-up/design issue,Resolved - February after reporting year,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800350,NZ2981264383,54.973176,-1.5358129
Northumbrian Water,WHITE STREET STATION ROAD CSO,WHITE STREET STATION ROAD CSO,235/1329,6NW800351,,SO on sewer network,NZ2981264400,GB510302310200,TYNE,RIVER TYNE ESTUARY,,,Not Applicable,Commissioned in 2018 - full year data expected,,,79.05,6 (installed 2017),0.00,Installation set-up/design issue,Resolved - February after reporting year,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800351,NZ2981264400,54.973329,-1.5358111
Northumbrian Water,WINCOMBLEE ROAD CSO,WINCOMBLEE ROAD CSO,235/1759,6NW800352,,SO on sewer network,NZ2981264400,GB510302310200,TYNE,RIVER TYNE SALINE ESTUARY,,,Not Applicable,Commissioned in 2019 - full year data expected,102.25,47,28.75,5 (installed 2018),100.00,,,,,,6NW800352,NZ2981264400,54.973329,-1.5358111
Northumbrian Water,CSO NEPTUNE YARD NO.1 OUTFALL,CSO NEPTUNE YARD NO.1 OUTFALL,235/1623,6NW800353,,SO on sewer network,NZ2997665306,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned in 2018 - full year data expected,20.85,19,15.17,6 (installed 2017),99.99,,,,,,6NW800353,NZ2997665306,54.98146,-1.5331548
Northumbrian Water,CSO AT SW CORNER OF ALLOTMENT GARDE,CSO AT HEBBURN RIVERSIDE,235/1187,6NW800355,,SO on sewer network,NZ2996963711,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Commissioned in 2019 - full year data expected,15.00,12,6.41,4 (installed 2019),98.67,,,,,,6NW800355,NZ2996963711,54.967128,-1.5334303
Northumbrian Water,REYROLLE SEWER (SOUTH) CSO,REYROLLE SEWER (SOUTH) CSO,235/1186,6NW800356,,SO on sewer network,NZ3001764352,GB510302310200,TYNE,RIVER TYNE,,,Not Applicable,Commissioned in 2018 - full year data expected,226.75,88,70.10,5 (installed 2018),99.65,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800356,NZ3001764352,54.972885,-1.5326137
Northumbrian Water,REYROLLE SEWER (NORTH) CSO,REYROLLE SEWER (NORTH) CSO,235/1185,6NW800357,,SO on sewer network,NZ3004064490,GB510302310200,TYNE,TYNE ESTUARY,,,Not Applicable,Dec 2023,0.00,0,,<1 yr (installed 2023),96.15,,,,,,6NW800357,NZ3004064490,54.974124,-1.53224
Northumbrian Water,KILLINGWORTH WAGONWAY CSO,KILLINGWORTH WAGONWAY CSO,235/1842,6NW800360,,SO on sewer network,NZ3042767058,GB103023075760,Wallsend Burn (Trib of Tyne),WALLSEND BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,86.50,34,33.95,10+ (installed pre-2013),99.64,,,,,,6NW800360,NZ3042767058,54.997176,-1.5259228
Northumbrian Water,WEST RAINTON CSO DU085,WEST RAINTON STW MANHOLE NO21 CSO,245/E/0505,6NW800361,,SO on sewer network,NZ3011646522,GB103024077621,Wear from Croxdale Beck to Lumley Park Burn,Unnamed tributary of the River Wear,,,Not Applicable,Commissioned in 2017 - full year data expected,12.25,11,4.46,6 (installed 2017),77.19,Sensor failure / issue,Resolved - Jul,,,,6NW800361,NZ3011646522,54.812659,-1.5329237
Northumbrian Water,FLOATERS MILL SPS,FLOATERS MILL SPS,245/E/0594,6NW800362,A1,Storm discharge at pumping station,NZ3124750786,GB103024077570,Lumley Park Burn from Herrington Burn to R Wear,LUMLEY PARK BURN,,,Not Applicable,Commissioned in 2020 - full year data expected,175.38,43,16.74,4 (installed 2019),99.97,,,,,,6NW800362,NZ3124750786,54.850906,-1.5148672
Northumbrian Water,CHURCH BANK CSO,CHURCH BANK CSO,235/1777,6NW800363,,SO on sewer network,NZ3115466912,GB103023075760,Wallsend Burn (Trib of Tyne),WALLSEND BURN SALINE ESTUARY,,,Not Applicable,Commissioned in 2020 - full year data expected,102.75,52,28.73,4 (installed 2019),99.26,,,,,,6NW800363,NZ3115466912,54.99582,-1.5145752
Northumbrian Water,SOUTH BLYTH HARBOUR CSO,SOUTH BLYTH HARBOUR CSO,226/1210,6NW800365,,SO on sewer network,NZ3208080790,GB510302203200,BLYTH (N),RIVER BLYTH (SALINE ESTUARY),,Blyth South Beach,Not Applicable,Commissioned pre-2016 - full year data expected,340.93,53,36.41,8 (installed 2015),99.95,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800365,NZ3208080790,55.120465,-1.4985463
Northumbrian Water,HOWDON (ADJACENT A19 ROUNDABOUT)CSO,HOWDON (ADJACENT A19 ROUNDABOUT)CSO,NPSWQD009134,6NW800366,,SO on sewer network,NZ3300666078,GB510302310200,TYNE,THE RIVER TYNE,,,Not Applicable,Commissioned in 2019 - full year data expected,0.50,2,0.85,4 (installed 2019),99.85,,,,,,6NW800366,NZ3300666078,54.988207,-1.4857242
Northumbrian Water,BEEHIVE CSO,BEEHIVE CSO,226/1271,6NW800367,,SO on sewer network,NZ3286273332,GB103022076180,Brierdene Burn from Source to North Sea,BRIERDENE BURN,,,Not Applicable,Commissioned in 2017 - full year data expected,210.75,50,37.32,6 (installed 2017),99.98,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800367,NZ3286273332,55.053399,-1.4871435
Northumbrian Water,SOUTH SHIELDS INTERCEPTOR BS/104,SOUTH SHIELDS INTERCEPTOR BS/104,235/B/0170,6NW800368,,SO on sewer network,NZ3343764674,GB103023075690,Don from Source to Tidal Limit,RIVER DON,,,Not Applicable,Commissioned in 2018 - full year data expected,1273.04,128,90.01,6 (installed 2017),100.00,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800368,NZ3343764674,54.975562,-1.4791523
Northumbrian Water,TYNESIDE CSO B5/201,TYNESIDE CSO B5/201,235/B/0168,6NW800369,,SO on sewer network,NZ3351164888,GB103023075690,Don from Source to Tidal Limit,RIVER DON,,,Not Applicable,Commissioned in 2020 - full year data expected,1030.29,111,62.21,4 (installed 2019),100.00,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800369,NZ3351164888,54.97748,-1.4779713
Northumbrian Water,TYNESIDE CSO (NO B5/301),TYNESIDE CSO (NO B5/301),235/B/0169,6NW800370,,SO on sewer network,NZ3348164722,GB103023075690,Don from Source to Tidal Limit,DON,,,Not Applicable,Commissioned in 2018 - full year data expected,1309.38,134,117.62,6 (installed 2017),99.99,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800370,NZ3348164722,54.97599,-1.4784593
Northumbrian Water,FERGUSON MOTOR REPAIRS CSO 2008,FERGUSON MOTOR REPAIRS CSO 2008,EPRYB3435AJ,6NW800371,,SO on sewer network,NZ4332049097,GB650301500002,Tyne and Wear,SEAHAM SOUTH DOCK,,,Not Applicable,Commissioned in 2020 - full year data expected,0.25,1,0.33,3 (installed 2020),99.99,,,,,,6NW800371,NZ4332049097,54.834833,-1.3271001
Northumbrian Water,BOLDON COLLIERY FENWICH ST NO56 CSO,BOLDON COLLIERY FENWICH ST NO56 CSO,EPRCB3096NZ,6NW800372,,SO on sewer network,NZ3427562727,GB103023075690,Don from Source to Tidal Limit,RIVER DON,,,Not Applicable,Commissioned in 2020 - full year data expected,0.00,0,0.33,3 (installed 2020),99.95,,,,,,6NW800372,NZ3427562727,54.95801,-1.4662929
Northumbrian Water,REAR OF 92 & 94 CHARLES STREET CSO,REAR OF 92 & 94 CHARLES STREET CSO,EPRAB3290DW,6NW800373,,SO on sewer network,NZ3543562358,GB103023075690,Don from Source to Tidal Limit,RIVER DON,,,Not Applicable,Commissioned in 2017 - full year data expected,0.00,0,0.00,6 (installed 2017),94.79,,,,,,6NW800373,NZ3543562358,54.954613,-1.4482246
